of	O
neuroleptics	B
after	O
their	O
prolonged	O
administration	O
.	O

Dual	O
effect	O
of	O
ouabain	B
on	O
the	O
palytoxin	B
-	O
induced	O
contraction	O
and	O
norepinephrine	O
release	O
in	O
the	O
guinea	O
-	O
pig	O
vas	O
deferens	O
.	O

Palytoxin	B
(	O
PTX	B
)	O
,	O
C129H223N3O54	O
,	O
isolated	O
from	O
marine	O
coelenterates	O
of	O
Palythoa	O
tuberculosa	O
,	O
caused	O
a	O
first	O
rapid	O
contraction	O
followed	O
by	O
the	O
slow	O
phasic	O
contraction	O
of	O
guinea	O
-	O
pig	O
vas	O
deferens	O
.	O

In	O
the	O
presence	O
of	O
ouabain	B
(	O
10	O
(	O
-	O
5	O
)	O
M	O
)	O
,	O
PTX	B
(	O
10	O
(	O
-	O
8	O
)	O
M	O
)	O
failed	O
to	O
cause	O
the	O
first	O
contraction	O
;	O

When	O
ouabain	B
was	O
applied	O
to	O
the	O
muscle	O
in	O
the	O
presence	O
of	O
phentolamine	B
,	O
both	O
first	O
and	O
second	O
contractile	O
responses	O
to	O
PTX	B
were	O
abolished	O
.	O

Exposure	O
of	O
the	O
muscle	O
to	O
ouabain	B
(	O
10	O
(	O
-	O
5	O
)	O
M	O
)	O
markedly	O
increased	O
the	O
PTX	B
-	O
induced	O
release	O
.	O

The	O
second	O
response	O
is	O
due	O
to	O
a	O
release	O
of	O
norepinephrine	O
from	O
nerves	O
and	O
was	O
potentiated	O
by	O
ouabain	B
through	O
the	O
increase	O
in	O
the	O
norepinephrine	O
release	O
,	O
whereas	O
the	O
first	O
response	O
was	O
not	O
due	O
to	O
the	O
norepinephrine	O
release	O
but	O
presumably	O
to	O
a	O
direct	O
action	O
on	O
smooth	O
muscle	O
cell	O
and	O
was	O
inhibited	O
by	O
ouabain	B
.	O

[	O
Quantitative	O
approach	O
to	O
treatment	O
with	O
incisive	O
neuroleptics	B
by	O
therapeutic	O
monitoring	O
]	O
;	O
The	O
problems	O
encountered	O
during	O
the	O
longterm	O
treatment	O
of	O
psychotic	O
patients	O
with	O
neuroleptics	B
are	O
illustrated	O
by	O
six	O
typical	O
case	O
reports	O
.	O

The	O
intestinal	O
absorption	O
of	O
arsenate	B
(	O
As	O
(	O
V	O
)	O
)	O
has	O
been	O
investigated	O
in	O
the	O
chick	O
by	O
means	O
of	O
the	O
in	O
situ	O
ligated	O
duodenal	O
loop	O
technique	O
.	O

By	O
this	O
procedure	O
,	O
it	O
was	O
observed	O
that	O
arsenate	B
is	O
rapidly	O
and	O
essentially	O
completely	O
absorbed	O
(	O
80	O
-	O
95	O
%	O
)	O
from	O
the	O
lumen	O
at	O
As	O
(	O
V	O
)	O
concentrations	O
up	O
to	O
5	O
mM	O
,	O
declining	O
to	O
about	O
50	O
%	O
absorption	O
at	O
50	O
mM	O
.	O

At	O
stable	O
As	O
(	O
V	O
)	O
concentrations	O
greater	O
than	O
1	O
mM	O
,	O
fractional	O
mucosal	O
cell	O
accumulation	O
of	O
As	O
(	O
V	O
)	O
remains	O
constant	O
,	O
while	O
fractional	O
transfer	O
to	O
the	O
body	O
declines	O
.	O

However	O
,	O
total	O
mucosal	O
accumulation	O
of	O
As	O
(	O
V	O
)	O
and	O
that	O
transferred	O
to	O
the	O
body	O
increase	O
in	O
a	O
linear	O
logarithmic	O
fashion	O
from	O
0	O
.	O
05	O
to	O
5	O
mm	O
As	O
(	O
V	O
)	O
.	O

Furthermore	O
,	O
arsenate	B
and	O
phosphate	B
do	O
not	O
appear	O
to	O
share	O
a	O
common	O
transport	O
pathway	O
in	O
the	O
duodenum	O
and	O
no	O
evidence	O
was	O
obtained	O
for	O
any	O
interaction	O
between	O
the	O
two	O
at	O
this	O
level	O
.	O

Vitamin	B
D3	I
administration	O
to	O
rachitic	O
chicks	O
was	O
effective	O
in	O
significantly	O
elevating	O
duodenal	O
arsenate	B
absorption	O
,	O
acting	O
primarily	O
to	O
enhance	O
serosal	O
transport	O
.	O

By	O
contrast	O
,	O
spermidine	B
(	O
1	O
mM	O
)	O
and	O
putrescine	B
(	O
1	O
mM	O
)	O
had	O
no	O
significant	O
effect	O
on	O
the	O
translocation	O
when	O
added	O
alone	O
.	O

Spermine	B
,	O
and	O
to	O
a	O
lesser	O
extent	O
,	O
spermidine	B
,	O
enhanced	O
the	O
translocating	O
action	O
of	O
oleate	O
and	O
increased	O
its	O
effectiveness	O
in	O
transferring	O
the	O
phosphohydrolase	O
from	O
the	O
soluble	O
to	O
the	O
microsomal	O
fraction	O
.	O

Slow	O
-	O
channel	O
calcium	B
blockers	I
,	O
such	O
as	O
verapamil	B
,	O
diltiazem	B
and	O
nifedipine	B
,	O
inhibit	O
platelet	O
activation	O
in	O
vitro	O
,	O
and	O
decrease	O
platelet	O
adhesion	O
intravascularly	O
.	O

Differential	O
actions	O
of	O
intrathecal	O
naloxone	B
on	O
blocking	O
the	O
tail	O
-	O
flick	O
inhibition	O
induced	O
by	O
intraventricular	O
beta	O
-	O
endorphin	O
and	O
morphine	B
in	O
rats	O
.	O

The	O
blockade	O
of	O
the	O
spinal	O
endorphinergic	O
system	O
by	O
intrathecal	O
naloxone	B
on	O
the	O
production	O
of	O
tail	O
-	O
flick	O
inhibition	O
induced	O
by	O
intraventricular	O
beta	O
-	O
endorphin	O
and	O
morphine	B
was	O
then	O
studied	O
.	O

Intraventricular	O
injection	O
of	O
beta	O
-	O
endorphin	O
and	O
morphine	B
produced	O
an	O
inhibition	O
of	O
the	O
tail	O
-	O
flick	O
response	O
to	O
the	O
heat	O
stimulus	O
in	O
rats	O
.	O

Intrathecal	O
injection	O
of	O
naloxone	B
at	O
doses	O
of	O
0	O
.	O
4	O
to	O
40	O
micrograms	O
caused	O
a	O
dose	O
-	O
related	O
blockade	O
of	O
the	O
inhibition	O
of	O
the	O
tail	O
-	O
flick	O
response	O
induced	O
by	O
intraventricular	O
injection	O
of	O
beta	O
-	O
endorphin	O
,	O
and	O
a	O
high	O
dose	O
of	O
naloxone	B
(	O
40	O
micrograms	O
)	O
completely	O
blocked	O
the	O
tail	O
-	O
flick	O
inhibition	O
induced	O
by	O
intraventricular	O
beta	O
-	O
endorphin	O
(	O
16	O
micrograms	O
)	O
.	O

On	O
the	O
other	O
hand	O
,	O
intrathecal	O
naloxone	B
(	O
12	O
-	O
120	O
micrograms	O
)	O
had	O
only	O
a	O
very	O
weak	O
effect	O
on	O
the	O
tail	O
-	O
flick	O
inhibition	O
induced	O
by	O
intraventricular	O
morphine	B
(	O
40	O
micrograms	O
)	O
.	O

Intraventricular	O
injection	O
of	O
naloxone	B
at	O
doses	O
of	O
1	O
.	O
2	O
to	O
12	O
micrograms	O
equally	O
antagonized	O
in	O
a	O
dose	O
-	O
dependent	O
manner	O
the	O
tail	O
-	O
flick	O
inhibition	O
induced	O
by	O
intraventricular	O
beta	O
-	O
endorphin	O
and	O
morphine	B
.	O

The	O
results	O
indicate	O
that	O
a	O
spinal	O
naloxone	B
-	O
sensitive	O
endorphinergic	O
system	O
is	O
involved	O
in	O
the	O
production	O
of	O
beta	O
-	O
endorphin	O
but	O
not	O
morphine	B
-	O
induced	O
tail	O
-	O
flick	O
inhibition	O
,	O
and	O
suggest	O
that	O
intraventricular	O
beta	O
-	O
endorphin	O
and	O
morphine	B
elicit	O
their	O
pharmacological	O
actions	O
via	O
the	O
activation	O
of	O
different	O
descending	O
pain	O
inhibitory	O
systems	O
;	O

descending	O
epsilon	O
and	O
mu	O
systems	O
for	O
beta	O
-	O
endorphin	O
and	O
morphine	B
,	O
respectively	O
,	O
are	O
proposed	O
.	O

Neurochemical	O
and	O
functional	O
consequences	O
following	O
1	O
-	O
methyl	O
-	O
4	O
-	O
phenyl	O
-	O
1	O
,	O
2	O
,	O
5	O
,	O
6	O
-	O
tetrahydropyridine	O
(	O
MPTP	B
)	O
and	O
methamphetamine	B
.	O

The	O
neurochemical	O
and	O
functional	O
consequences	O
following	O
MPTP	B
administration	O
to	O
the	O
rat	O
were	O
evaluated	O
and	O
compared	O
to	O
similar	O
effects	O
following	O
methamphetamine	B
administration	O
.	O

It	O
was	O
observed	O
that	O
MPTP	B
induced	O
long	O
lasting	O
depletions	O
of	O
striatal	O
dopamine	O
concentrations	O
and	O
this	O
neurotoxic	O
effect	O
could	O
be	O
prevented	O
by	O
pargyline	B
pretreatment	O
.	O

The	O
MPTP	B
-	O
induced	O
neuronal	O
damage	O
produced	O
a	O
tolerance	O
to	O
the	O
disruptive	O
effects	O
of	O
amphetamine	B
and	O
a	O
supersensitivity	O
to	O
the	O
disruptive	O
effects	O
of	O
apomorphine	B
in	O
rats	O
responding	O
in	O
a	O
schedule	O
controlled	O
paradigm	O
.	O

Methamphetamine	B
,	O
like	O
MPTP	B
,	O
produced	O
depletions	O
of	O
striatal	O
dopamine	O
but	O
these	O
actions	O
were	O
potentiated	O
by	O
pargyline	B
pretreatment	O
.	O

Dexamethasone	B
and	O
retinyl	B
acetate	I
similarly	O
inhibit	O
and	O
stimulate	O
EGF	B
-	O
or	O
insulin	B
-	O
induced	O
proliferation	O
of	O
prostatic	O
epithelium	O
.	O

Prostatic	O
epithelium	O
proliferates	O
in	O
a	O
defined	O
medium	O
consisting	O
of	O
basal	O
medium	O
RPMI1640	O
containing	O
transferrin	B
(	O
1	O
microgram	O
/	O
ml	O
)	O
,	O
EGF	B
(	O
10	O
ng	O
/	O
ml	O
)	O
,	O
and	O
insulin	B
(	O
3	O
.	O
7	O
micrograms	O
/	O
ml	O
or	O
0	O
.	O
1	O
IU	O
/	O
ml	O
)	O
.	O

Although	O
neither	O
dexamethasone	B
nor	O
retinyl	B
acetate	I
affected	O
the	O
proliferation	O
of	O
prostatic	O
epithelium	O
in	O
RPMI1640	O
containing	O
transferrin	B
alone	O
,	O
they	O
modify	O
the	O
mitogenic	O
effect	O
of	O
EGF	B
and	O
insulin	B
.	O

Dexamethasone	B
at	O
10	O
(	O
-	O
10	O
)	O
M	O
or	O
retinyl	B
acetate	I
at	O
about	O
3	O
X	O
10	O
(	O
-	O
9	O
)	O
M	O
inhibits	O
proliferation	O
stimulated	O
by	O
EGF	B
.	O

Higher	O
concentrations	O
of	O
dexamethasone	B
(	O
10	O
(	O
-	O
8	O
)	O
-	O
10	O
(	O
-	O
6	O
)	O
M	O
)	O
or	O
retinyl	B
acetate	I
(	O
3	O
X	O
10	O
(	O
-	O
8	O
)	O
-	O
10	O
(	O
-	O
7	O
)	O
M	O
)	O
enhance	O
the	O
mitogenic	O
activity	O
of	O
EGF	B
.	O

Dexamethasone	B
had	O
a	O
similar	O
effect	O
in	O
the	O
presence	O
of	O
insulin	B
.	O

However	O
,	O
retinyl	B
acetate	I
stimulated	O
,	O
but	O
did	O
not	O
significantly	O
inhibit	O
,	O
proliferation	O
in	O
the	O
presence	O
of	O
insulin	B
.	O

These	O
results	O
suggest	O
that	O
both	O
dexamethasone	B
and	O
retinyl	B
acetate	I
,	O
and	O
possibly	O
other	O
glucocorticoids	B
and	O
retinoids	B
,	O
may	O
regulate	O
the	O
proliferation	O
of	O
prostate	O
epithelium	O
by	O
a	O
dose	O
-	O
dependent	O
modification	O
of	O
the	O
activity	O
of	O
insulin	B
and	O
EGF	B
.	O

For	O
the	O
calcium	O
-	O
entry	O
blocking	B
agents	I
now	O
available	O
in	O
the	O
United	O
States	O
(	O
verapamil	B
,	O
nifedipine	B
and	O
diltiazem	B
)	O
,	O
these	O
data	O
appeared	O
well	O
after	O
clinical	O
patterns	O
of	O
use	O
evolved	O
.	O

by	O
the	O
nonlinear	O
kinetic	O
characteristics	O
for	O
verapamil	B
and	O
diltiazem	B
(	O
and	O
probably	O
for	O
nifedipine	B
,	O
as	O
well	O
)	O
and	O
the	O
derivative	O
implications	O
for	O
decreased	O
dosing	O
frequency	O
requirements	O
;	O

Selective	O
survival	O
in	O
pentazocine	B
and	O
tripelennamine	B
of	O
Pseudomonas	O
aeruginosa	O
serotype	O
O11	O
from	O
drug	O
addicts	O
.	O

The	O
growth	O
of	O
Pseudomonas	O
aeruginosa	O
,	O
particularly	O
serotype	O
O11	O
,	O
in	O
pentazocine	B
and	O
tripelennamine	B

Twelve	O
strains	O
of	O
Staphylococcus	O
aureus	O
(	O
a	O
frequent	O
cause	O
of	O
infection	O
in	O
heroin	B
,	O
but	O
not	O
in	O
pentazocine	B
and	O
tripelennamine	B
,	O
addicts	O
)	O
were	O
completely	O
inhibited	O
by	O
the	O
drug	O
combination	O
.	O

Dose	O
-	O
response	O
curves	O
(	O
derived	O
from	O
the	O
results	O
of	O
using	O
the	O
tablets	O
as	O
well	O
as	O
pure	O
powders	O
)	O
showed	O
that	O
tripelennamine	B
was	O
responsible	O
for	O
the	O
inhibitory	O
activity	O
,	O
which	O
was	O
partially	O
antagonized	O
by	O
pentazocine	B
.	O

aureus	O
,	O
to	O
survive	O
in	O
pentazocine	B
and	O
tripelennamine	B
may	O
explain	O
in	O
part	O
a	O
shift	O
from	O
S	O
.	O

Pharmacokinetic	O
evaluation	O
of	O
the	O
digoxin	B
-	O
amiodarone	B
interaction	O
.	O

Amiodarone	B
is	O
known	O
to	O
raise	O
serum	O
digoxin	B
levels	O
.	O

The	O
pharmacokinetic	O
variables	O
for	O
digoxin	B
were	O
determined	O
after	O
a	O
1	O
.	O
0	O
mg	O
intravenous	O
dose	O
of	O
digoxin	B
in	O
each	O
subject	O
,	O
before	O
and	O
after	O
oral	O
amiodarone	B
,	O
400	O
mg	O
daily	O
for	O
3	O
weeks	O
.	O

During	O
amiodarone	B
administration	O
,	O
systemic	O
clearance	O
of	O
digoxin	B
was	O
reduced	O
from	O
234	O
+	O
/	O
-	O
72	O
ml	O
/	O
min	O
(	O
mean	O
+	O
/	O
-	O
standard	O
deviation	O
)	O
to	O
172	O
+	O
/	O
-	O
33	O
ml	O
/	O
min	O
(	O
p	O
less	O
than	O
0	O
.	O
01	O
)	O
.	O

Amiodarone	B
caused	O
a	O
three	O
-	O
to	O
fivefold	O
increase	O
in	O
serum	O
reverse	O
triiodothyronine	O
levels	O
,	O
but	O
changes	O
in	O
thyroid	O
function	O
were	O
not	O
quantitatively	O
related	O
to	O
the	O
changes	O
in	O
digoxin	B
pharmacokinetics	O
.	O

These	O
alterations	O
in	O
digoxin	B
pharmacokinetics	O
produced	O
by	O
amiodarone	B
explain	O
the	O
increase	O
in	O
serum	O
digoxin	B
level	O
that	O
has	O
been	O
observed	O
when	O
this	O
drug	O
combination	O
has	O
been	O
used	O
clinically	O
.	O

Misonidazole	B
protects	O
mouse	O
tumour	O
and	O
normal	O
tissues	O
from	O
the	O
toxicity	O
of	O
oral	O
CCNU	B
.	O

Because	O
the	O
nitrosourea	B
CCNU	I
is	O
given	O
exclusively	O
by	O
the	O
oral	O
route	O
in	O
man	O
,	O
we	O
have	O
carried	O
out	O
studies	O
in	O
mice	O
on	O
the	O
antitumour	O
activity	O
,	O
acute	O
toxicity	O
and	O
pharmacokinetics	O
of	O
oral	O
CCNU	B
,	O
either	O
alone	O
or	O
in	O
combination	O
with	O
the	O
chemosensitizer	O
misonidazole	B
.	O

Misonidazole	B
reduced	O
the	O
antitumour	O
activity	O
of	O
oral	O
CCNU	B
by	O
dose	O
modifying	O
factors	O
(	O
DMF	O
)	O
of	O
0	O
.	O
58	O
-	O
0	O
.	O
71	O
.	O

Misonidazole	B
has	O
a	O
complex	O
effect	O
on	O
oral	O
CCNU	B
pharmacokinetics	O
.	O

We	O
propose	O
these	O
pharmacokinetic	O
changes	O
to	O
be	O
the	O
underlying	O
mechanism	O
for	O
the	O
reduction	O
of	O
oral	O
CCNU	B
cytotoxicity	O
by	O
misonidazole	B
.	O

Enhanced	O
theophylline	B
clearance	O
secondary	O
to	O
phenytoin	B
therapy	O
.	O

This	O
report	O
describes	O
two	O
cases	O
in	O
which	O
theophylline	B
clearance	O
accelerated	O
markedly	O
with	O
concomitant	O
phenytoin	B
administration	O
.	O

With	O
combined	O
use	O
,	O
clinicians	O
should	O
be	O
aware	O
,	O
when	O
phenytoin	B
is	O
added	O
,	O
of	O
the	O
potential	O
for	O
reexacerbation	O
of	O
pulmonary	O
symptomatology	O
due	O
to	O
lowered	O
serum	O
theophylline	B
concentrations	O
.	O

The	O
behavioral	O
effects	O
of	O
the	O
stereoisomers	O
of	O
N	O
-	O
allylnormetazocine	O
(	O
NANM	B
)	O
were	O
compared	O
with	O
those	O
of	O
phencyclidine	B
(	O
PCP	B
)	O
in	O
pigeons	O
and	O
squirrel	O
monkeys	O
responding	O
under	O
a	O
multiple	O
fixed	O
-	O
interval	O
fixed	O
-	O
ratio	O
(	O
FI	O
FR	O
)	O
schedule	O
of	O
food	O
presentation	O
.	O

Intermediate	O
doses	O
of	O
(	O
+	O
)	O
-	O
NANM	O
or	O
PCP	B
produced	O
transient	O
increases	O
in	O
FI	O
responding	O
in	O
monkeys	O
and	O
sustained	O
increases	O
in	O
FI	O
responding	O
in	O
pigeons	O
;	O

In	O
monkeys	O
,	O
(	O
-	O
)	O
-	O
NANM	O
was	O
about	O
10	O
times	O
more	O
potent	O
than	O
(	O
+	O
)	O
-	O
NANM	O
in	O
decreasing	O
responding	O
,	O
whereas	O
in	O
pigeons	O
(	O
-	O
)	O
-	O
NANM	O
was	O
about	O
equipotent	O
with	O
(	O
+	O
)	O
-	O
NANM	O
.	O

In	O
both	O
species	O
,	O
(	O
-	O
)	O
-	O
NANM	O
,	O
but	O
not	O
(	O
+	O
)	O
-	O
NANM	O
,	O
antagonized	O
the	O
rate	O
-	O
decreasing	O
effects	O
of	O
morphine	B
on	O
FI	O
and	O
FR	O
responding	O
.	O

In	O
monkeys	O
,	O
the	O
effects	O
of	O
(	O
-	O
)	O
-	O
NANM	O
,	O
but	O
not	O
(	O
+	O
)	O
-	O
NANM	O
or	O
PCP	B
,	O
were	O
antagonized	O
by	O
naloxone	B
;	O

the	O
doses	O
of	O
naloxone	B
required	O
to	O
antagonize	O
the	O
effects	O
of	O
(	O
-	O
)	O
-	O
NANM	O
were	O
more	O
than	O
100	O
times	O
higher	O
than	O
those	O
required	O
to	O
antagonize	O
the	O
effects	O
of	O
morphine	B
.	O

In	O
pigeons	O
,	O
naloxone	B
did	O
not	O
systematically	O
alter	O
the	O
effects	O
of	O
(	O
-	O
)	O
-	O
NANM	O
,	O
(	O
+	O
)	O
-	O
NANM	O
or	O
PCP	B
.	O

Haloperidol	B
reduced	O
or	O
eliminated	O
the	O
increases	O
in	O
FI	O
responding	O
produced	O
by	O
intermediate	O
doses	O
of	O
either	O
(	O
+	O
)	O
-	O
NANM	B
or	O
PCP	B
in	O
pigeons	O
,	O
but	O
did	O
not	O
antagonize	O
the	O
decreases	O
in	O
FI	O
or	O
FR	O
responding	O
produced	O
by	O
high	O
doses	O
of	O
PCP	B
or	O
either	O
stereoisomer	O
of	O
NANM	B
.	O

Increased	O
hepatotoxicity	O
of	O
acetaminophen	B
by	O
concomitant	O
administration	O
of	O
caffeine	B
in	O
the	O
rat	O
.	O

Since	O
caffeine	B
is	O
frequently	O
co	O
-	O
administered	O
with	O
acetaminophen	B
,	O
it	O
is	O
of	O
clinical	O
interest	O
to	O
study	O
the	O
effect	O
of	O
caffeine	B
on	O
the	O
hepatotoxicity	O
of	O
acetaminophen	B
.	O

Careful	O
observations	O
on	O
hepatotoxicity	O
are	O
suggested	O
when	O
acetaminophen	B
is	O
prescribed	O
with	O
caffeine	B
.	O

High	O
-	O
dose	O
cisplatin	B
with	O
sodium	B
thiosulfate	I
protection	O
.	O

Sodium	B
thiosulfate	I
is	O
a	O
neutralizing	O
agent	O
for	O
cisplatin	B
that	O
protects	O
against	O
renal	O
damage	O
.	O

To	O
determine	O
whether	O
injection	O
of	O
thiosulfate	B
would	O
permit	O
larger	O
doses	O
of	O
cisplatin	B
to	O
be	O
administered	O
,	O
a	O
fixed	O
9	O
.	O
9	O
-	O
g	O
/	O
m2	O
dose	O
of	O
thiosulfate	B
was	O
given	O
intravenously	O
over	O
three	O
hours	O
concurrently	O
with	O
escalating	O
doses	O
of	O
cisplatin	B
.	O

Cisplatin	B
was	O
administered	O
over	O
the	O
last	O
two	O
hours	O
of	O
the	O
thiosulfate	B
infusion	O
.	O

Comparison	O
of	O
cisplatin	B
pharmacokinetics	O
in	O
patients	O
treated	O
with	O
202	O
.	O
5	O
mg	O
/	O
m2	O
plus	O
thiosulfate	B
to	O
those	O
in	O
patients	O
treated	O
with	O
100	O
mg	O
/	O
m2	O
without	O
thiosulfate	B
indicated	O
that	O
there	O
were	O
no	O
changes	O
in	O
the	O
elimination	O
rate	O
constant	O
,	O
volume	O
of	O
distribution	O
,	O
or	O
total	O
body	O
clearance	O
of	O
cisplatin	B
.	O

This	O
study	O
demonstrates	O
that	O
concurrent	O
administration	O
of	O
thiosulfate	B
permits	O
at	O
least	O
a	O
twofold	O
increase	O
in	O
dose	O
and	O
total	O
exposure	O
to	O
cisplatin	B
.	O

Failure	O
of	O
neomycin	B
to	O
modify	O
ACTH	B
induced	O
hypertension	O
in	O
sheep	O
.	O

Studies	O
in	O
rats	O
have	O
shown	O
that	O
neomycin	B
administration	O
attenuates	O
certain	O
types	O
of	O
adrenocortical	B
steroid	I
dependent	O
hypertension	O
,	O
including	O
ACTH	B
hypertension	O
.	O

The	O
effects	O
of	O
oral	O
neomycin	B
on	O
ACTH	B
induced	O
hypertension	O
were	O
examined	O
in	O
conscious	O
sheep	O
.	O

Neomycin	B
has	O
no	O
effect	O
on	O
the	O
blood	O
pressure	O
or	O
metabolic	O
responses	O
to	O
ACTH	B
in	O
sheep	O
.	O

Changes	O
in	O
urinary	O
homocysteine	O
following	O
synthetic	B
steroidal	I
estrogen	I
and	O
progestogen	B
administration	O
to	O
rats	O
.	O

The	O
present	O
work	O
involved	O
the	O
administration	O
of	O
both	O
ethynyl	B
estradiol	I
and	O
levonorgestrel	B
to	O
groups	O
of	O
rats	O
,	O
followed	O
by	O
determination	O
of	O
the	O
homocysteine	O
excretion	O
rate	O
in	O
urine	O
.	O

The	O
results	O
indicate	O
that	O
a	O
statistically	O
significant	O
difference	O
exists	O
between	O
the	O
excreted	O
levels	O
of	O
