The fluoroquinolones are a rapidly growing class of antibiotics with a broad spectrum of activity against gram-negative and some gram-positive aerobic bacteria.
fluoroquinolones	4-19	antibiotics	52-62	false
The homodimeric disintegrin contortrostatin was compared directly to the monomeric disintegrins echistatin and flavoridin for the ability to affect protein tyrosine phosphorylation in tumor cells.
contortrostatin	28-42	echistatin	96-105	false
contortrostatin	28-42	flavoridin	111-120	false
echistatin	96-105	flavoridin	111-120	false

Echistatin alone had no effect on tyrosine phosphorylation in T24 cells, but dose-dependently inhibits the effects of contortrostatin when both are added simultaneously.
Echistatin	0-9	contortrostatin	118-132	effect

Flavoridin alone was found to have no effect on CAS, but can completely block contortrostatin-induced phosphorylation of this protein in MDA-MB-435 cells.
Flavoridin	0-9	contortrostatin	78-92	effect

Diethyl pyrocarbonate, at pH 7.0, was used to chemically modify exposed histidine residues on toxin A.
Diethyl pyrocarbonate	0-20	toxin A	94-100	false

Modification of toxin A with diethyl pyrocarbonate abolished both its cytotoxic activity and the ability of the toxin to bind Zn-Sepharose gel.
toxin A	16-22	diethyl pyrocarbonate	29-49	false

Treatment of toxin A with [(14)C]-diethyl pyrocarbonate revealed concentration dependent labelling of histidine residues on the toxin molecules.
toxin A	13-19	diethyl pyrocarbonate	34-54	false

The effects of diethyl pyrocarbonate could be reversed by hydroxylamine treatment.
diethyl pyrocarbonate	15-35	hydroxylamine	58-70	false

Exposed histidines on toxin A are available for zinc chelation, and these have been exploited in the development of a novel purification protocol for toxin A using zinc-chelating chromatography.
toxin A	22-28	zinc	48-51	false
toxin A	22-28	toxin A	150-156	false
toxin A	22-28	zinc	164-167	false
zinc	48-51	toxin A	150-156	false
zinc	48-51	zinc	164-167	false
toxin A	150-156	zinc	164-167	false

Note: dissolution of aerosol particles of budesonide in Survanta, a model lung surfactant.
budesonide	42-51	Survanta	56-63	false
budesonide	42-51	lung surfactant	74-88	false
Survanta	56-63	lung surfactant	74-88	false

The effect of a pulmonary surfactant extract from bovine lung, Survanta, on the dissolution rate of aerosol particles of budesonide was determined.
pulmonary surfactant	16-35	Survanta	63-70	false
pulmonary surfactant	16-35	budesonide	121-130	false
Survanta	63-70	budesonide	121-130	false

Aerosol particles of budesonide were generated from an ethanol solution, dried, and collected by a cascade impactor for characterization or by a liquid impinger for dissolution experiments.
budesonide	21-30	ethanol	55-61	false

Survanta increased the extent of dissolution of budesonide in proportion to the added concentration, which was also verified by equilibrium solubilization studies.
Survanta	0-7	budesonide	48-57	false

Survanta also increased rate of dissolution, in a manner similar to sodium dodecyl sulfate.
Survanta	0-7	sodium dodecyl sulfate	68-89	false

Analysis of the concentration of budesonide following ultracentrifugation indicated that there is rapid equilibration of budesonide between the Survanta and aqueous phase.
budesonide	33-42	budesonide	121-130	false
budesonide	33-42	Survanta	144-151	false
budesonide	121-130	Survanta	144-151	false

As immediate-early genes (IEGs) are thought to play a critical role in mediating stimulus-induced neural plasticity, IEG response induced by methamphetamine (METH) has been characterized to define the changes in gene expression that may underlie its long-lasting behavioral effects.
methamphetamine	141-155	METH	158-161	false

Using in situ hybridization, we observed that METH caused a rapid and transient dose-dependent increase in arc mRNA level in the striatum and cortex that was abolished by pretreatment with the specific dopamine D1 receptor antagonist SCH-23390 but not by an atypical neuroleptic clozapine.
METH	46-49	SCH-23390	234-242	effect
METH	46-49	atypical neuroleptic	258-277	false
METH	46-49	clozapine	279-287	false
SCH-23390	234-242	atypical neuroleptic	258-277	false
SCH-23390	234-242	clozapine	279-287	false
atypical neuroleptic	258-277	clozapine	279-287	false

The effects of DCG-IV and L-CCG-1 upon phencyclidine (PCP)-induced locomotion and behavioral changes in mice.
DCG-IV	15-20	L-CCG-1	26-32	false
DCG-IV	15-20	phencyclidine	39-51	false
DCG-IV	15-20	PCP	54-56	false
L-CCG-1	26-32	phencyclidine	39-51	false
L-CCG-1	26-32	PCP	54-56	false
phencyclidine	39-51	PCP	54-56	false

injection of phencyclidine (PCP) were observed by measuring locomotor activity and stereotyped behavior.
phencyclidine	13-25	PCP	28-30	false

Then, the effects of metabotropic glutamate receptor (mGluR) agonists, DCG-IV and L-CCG-1, on the above behavioral changes induced by PCP were found.
DCG-IV	71-76	L-CCG-1	82-88	false
DCG-IV	71-76	PCP	134-136	false
L-CCG-1	82-88	PCP	134-136	false

The effects of DCG-IV were very strong and completely depressed the PCP-induced hyperlocomotion.
DCG-IV	15-20	PCP	68-70	effect

In order to examine some molecular mechanisms of PCP-induced behavioral changes, Northern blot analysis of total RNA from prefrontal cortical tissues of mice treated with PCP, DCG-IV, and L-CCG-1 was carried out.
PCP	49-51	PCP	171-173	false
PCP	49-51	DCG-IV	176-181	false
PCP	49-51	L-CCG-1	188-194	false
PCP	171-173	DCG-IV	176-181	false
PCP	171-173	L-CCG-1	188-194	false
DCG-IV	176-181	L-CCG-1	188-194	false

Behavioral responses to repeated cocaine exposure in mice selectively bred for differential sensitivity to pentobarbital.
cocaine	33-39	pentobarbital	107-119	false

Mice from the 20th generation of three lines divergently selected for response to pentobarbital-induced sedation times [long-sedation time (LST), short sedation time (SST), and randomly bred control (RBC)] were used to study cocaine-induced behavioral sensitization.
pentobarbital	82-94	cocaine	225-231	false

18-Methoxycoronaridine (18-MC) and ibogaine: comparison of antiaddictive efficacy, toxicity, and mechanisms of action.
18-Methoxycoronaridine	0-21	18-MC	24-28	false
18-Methoxycoronaridine	0-21	ibogaine	35-42	false
18-MC	24-28	ibogaine	35-42	false

Like ibogaine (40 mg/kg), 18-MC (40 mg/kg) decreases the intravenous self-administration of morphine and cocaine and the oral self-administration of ethanol and nicotine in rats;
ibogaine	5-12	18-MC	26-30	false
ibogaine	5-12	morphine	92-99	false
ibogaine	5-12	cocaine	105-111	false
ibogaine	5-12	ethanol	149-155	false
ibogaine	5-12	nicotine	161-168	false
18-MC	26-30	morphine	92-99	false
18-MC	26-30	cocaine	105-111	false
18-MC	26-30	ethanol	149-155	false
18-MC	26-30	nicotine	161-168	false
morphine	92-99	cocaine	105-111	false
morphine	92-99	ethanol	149-155	false
morphine	92-99	nicotine	161-168	false
cocaine	105-111	ethanol	149-155	false
cocaine	105-111	nicotine	161-168	false
ethanol	149-155	nicotine	161-168	false

unlike ibogaine, 18-MC does not affect responding for a nondrug reinforcer (water).
ibogaine	7-14	18-MC	17-21	false

Both ibogaine and 18-MC ameliorate opioid withdrawal signs.
ibogaine	5-12	18-MC	18-22	false
ibogaine	5-12	opioid	35-40	false
18-MC	18-22	opioid	35-40	false

Both ibogaine and 18-MC decrease extracellular levels of dopamine in the nucleus accumbens, but only ibogaine increases extracellular levels of serotonin in the nucleus accumbens.
ibogaine	5-12	18-MC	18-22	false
ibogaine	5-12	ibogaine	101-108	false
18-MC	18-22	ibogaine	101-108	false

Both ibogaine and 18-MC block morphine-induced and nicotine-induced dopamine release in the nucleus accumbens;
ibogaine	5-12	18-MC	18-22	false
ibogaine	5-12	morphine	30-37	effect
ibogaine	5-12	nicotine	51-58	effect
18-MC	18-22	morphine	30-37	effect
18-MC	18-22	nicotine	51-58	effect
morphine	30-37	nicotine	51-58	false

only ibogaine enhances cocaine-induced increases in accumbal dopamine.
ibogaine	5-12	cocaine	23-29	effect

Both ibogaine and 18-MC enhance the locomotor and/or stereotypic effects of stimulants.
ibogaine	5-12	18-MC	18-22	false

Ibogaine attenuates, but 18-MC potentiates, the acute locomotor effects of morphine;
Ibogaine	0-7	18-MC	25-29	false
Ibogaine	0-7	morphine	75-82	effect
18-MC	25-29	morphine	75-82	effect

both compounds attenuate morphine-induced locomotion in morphine-experienced rats.
morphine	25-32	morphine	56-63	false

Ibogaine, but not 18-MC, decreases heart rate at high doses.
Ibogaine	0-7	18-MC	18-22	false

While 18-MC and ibogaine have similar affinities for kappa opioid and possibly nicotinic receptors, 18-MC has much lower affinities than ibogaine for NMDA and sigma-2 receptors, sodium channels, and the 5-HT transporter.
18-MC	6-10	ibogaine	16-23	false
18-MC	6-10	18-MC	100-104	false
18-MC	6-10	ibogaine	137-144	false
ibogaine	16-23	18-MC	100-104	false
ibogaine	16-23	ibogaine	137-144	false
18-MC	100-104	ibogaine	137-144	false

Both 18-MC and ibogaine are sequestered in fat and, like ibogaine, 18-MC probably has an active metabolite.
18-MC	5-9	ibogaine	15-22	false
18-MC	5-9	ibogaine	57-64	false
18-MC	5-9	18-MC	67-71	false
ibogaine	15-22	ibogaine	57-64	false
ibogaine	15-22	18-MC	67-71	false
ibogaine	57-64	18-MC	67-71	false

The data suggest that 18-MC has a narrower spectrum of actions and will have a substantially greater therapeutic index than ibogaine.
18-MC	22-26	ibogaine	124-131	false

Clinical implications of warfarin interactions with five sedatives.
warfarin	25-32	sedatives	57-65	int

The intensity, uniformity and time course of anticoagulant interference by phenobarbital, secobarbital, glutethimide, chloral hydrate and methaqualone were systematically investigated in 16 patients receiving coumarin therapy.
anticoagulant	45-57	phenobarbital	75-87	false
anticoagulant	45-57	secobarbital	90-101	false
anticoagulant	45-57	glutethimide	104-115	false
anticoagulant	45-57	chloral hydrate	118-132	false
anticoagulant	45-57	methaqualone	138-149	false
anticoagulant	45-57	coumarin	209-216	false
phenobarbital	75-87	secobarbital	90-101	false
phenobarbital	75-87	glutethimide	104-115	false
phenobarbital	75-87	chloral hydrate	118-132	false
phenobarbital	75-87	methaqualone	138-149	false
phenobarbital	75-87	coumarin	209-216	false
secobarbital	90-101	glutethimide	104-115	false
secobarbital	90-101	chloral hydrate	118-132	false
secobarbital	90-101	methaqualone	138-149	false
secobarbital	90-101	coumarin	209-216	false
glutethimide	104-115	chloral hydrate	118-132	false
glutethimide	104-115	methaqualone	138-149	false
glutethimide	104-115	coumarin	209-216	false
chloral hydrate	118-132	methaqualone	138-149	false
chloral hydrate	118-132	coumarin	209-216	false
methaqualone	138-149	coumarin	209-216	false

Anticoagulant inhibition was observed during the administration of phenobarbital, secobarbital and glutethimide;
phenobarbital	67-79	secobarbital	82-93	false
phenobarbital	67-79	glutethimide	99-110	false
secobarbital	82-93	glutethimide	99-110	false

there was no significant change in prothrombin test results during the trials of chloral hydrate and methaqualone.
chloral hydrate	81-95	methaqualone	101-112	false

Barbiturates and glutethimide should not be administered to patients receiving coumarin drugs.
Barbiturates	0-11	glutethimide	17-28	false
Barbiturates	0-11	coumarin drugs	79-92	advise
glutethimide	17-28	coumarin drugs	79-92	advise

Chloral hydrate and methaqualone interact pharmacologically with orally administered anticoagulant agents, but the effect is not clinically significant.
Chloral hydrate	0-14	methaqualone	20-31	false
Chloral hydrate	0-14	anticoagulant agents	85-104	int
methaqualone	20-31	anticoagulant agents	85-104	int

It is concluded that chloral hydrate and methaqualone may be administered safely without additional caution in prothrombin test monitoring during oral anticoagulant therapy.
chloral hydrate	21-35	methaqualone	41-52	false
chloral hydrate	21-35	anticoagulant	151-163	false
methaqualone	41-52	anticoagulant	151-163	false

Concomitantly given thiazide diuretics did not interfere with the absorption of a tablet of digoxin.
thiazide diuretics	20-37	digoxin	92-98	false

Combinations of clozapine and phencyclidine: effects on drug discrimination and behavioral inhibition in rats.
clozapine	16-24	phencyclidine	30-42	false

Phencyclidine (PCP) produces psychotomimetic effects in humans that resemble schizophrenia symptoms.
Phencyclidine	0-12	PCP	15-17	false

In the present study, the atypical antipsychotic clozapine was tested in combination with an active dose of PCP in two-lever drug discrimination and mixed signalled-unsignalled differential-reinforcement-of-low-rates (DRL) procedures.
atypical antipsychotic	26-47	clozapine	49-57	false
atypical antipsychotic	26-47	PCP	108-110	false
clozapine	49-57	PCP	108-110	false

PCP produced distinctive effects in each task: it substituted for the training dose in PCP discrimination and it increased the number of responses with short (<3 s) interresponse times as well as increasing overall response rates in the DRL schedule.
PCP	0-2	PCP	87-89	false

Acute dosing with clozapine failed to alter the behavioral effects of PCP in either procedure even when tested up to doses that produced pharmacological effects alone.
clozapine	18-26	PCP	70-72	false

These results suggest that acute dosing with clozapine would not affect behaviors most closely associated with PCP intoxication.
clozapine	45-53	PCP	111-113	false

Since chronic dosing is required for therapeutic efficacy of antipsychotics, future studies should focus on investigation of chronic dosing effects of these drugs in combination with PCP.
antipsychotics	61-74	PCP	183-185	false

Resveratrol (5-35 micromol/l) induced concentration-dependent relaxation of mesenteric arteries preconstricted with noradrenaline (8 micromol/l) or KCl (125 mmol/l) from both lean and dietary-obese rats.
Resveratrol	0-10	noradrenaline	116-128	false
Resveratrol	0-10	KCl	148-150	false
noradrenaline	116-128	KCl	148-150	false

However, L-NAME (100 and 300 micromol/l) did not alter the effects of reseveratrol on arteries from dietary-obese rats, giving superimposed concentration-responses curves.
L-NAME	9-14	reseveratrol	70-81	false

Indomethacin was also ineffective in altering resveratrol activity in arteries from both lean and dietary-obese rats.
Indomethacin	0-11	resveratrol	46-56	false

In noradrenaline-precontracted arteries from dietary-obese rats, responses to resveratrol were not attenuated by endothelial denudation, indicating an action independent of the endothelium.
noradrenaline	3-15	resveratrol	78-88	false

This study indicates that: (a) the maximal effects of resveratrol on resistance arteries from lean and dietary-obese rats are not effected by endothelial dysfunction, and (b) the effects of resveratrol in lean animals (where endothelial function is not impaired), but not in dietary-obese rats, are mediated via NO.
resveratrol	54-64	resveratrol	190-200	false

If taken 1 hour before indinavir (IDV), didanosine does not affect IDV exposure, despite persistent buffering effects.
indinavir	23-31	IDV	34-36	false
indinavir	23-31	didanosine	40-49	false
indinavir	23-31	IDV	67-69	false
IDV	34-36	didanosine	40-49	false
IDV	34-36	IDV	67-69	false
didanosine	40-49	IDV	67-69	false

Concurrent administration of indinavir and didanosine significantly reduces the level of exposure to indinavir, but it is unclear how soon after didanosine administration indinavir may be given safely.
indinavir	29-37	didanosine	43-52	mechanism
indinavir	29-37	indinavir	101-109	false
indinavir	29-37	didanosine	145-154	false
indinavir	29-37	indinavir	171-179	false
didanosine	43-52	indinavir	101-109	false
didanosine	43-52	didanosine	145-154	false
didanosine	43-52	indinavir	171-179	false
indinavir	101-109	didanosine	145-154	false
indinavir	101-109	indinavir	171-179	false
didanosine	145-154	indinavir	171-179	false

We compared indinavir pharmacokinetics and gastric pH in 12 human immunodeficiency virus-positive patients by use of 800 mg of indinavir alone versus 800 mg of indinavir administered 1 h after didanosine administration.
indinavir	12-20	indinavir	127-135	false
indinavir	12-20	indinavir	160-168	false
indinavir	12-20	didanosine	193-202	false
indinavir	127-135	indinavir	160-168	false
indinavir	127-135	didanosine	193-202	false
indinavir	160-168	didanosine	193-202	false

Median gastric pH was significantly higher when indinavir was taken after didanosine administration;
indinavir	48-56	didanosine	74-83	mechanism

Indinavir may be taken with a light meal 1 h following the administration of 400 mg of didanosine.
Indinavir	0-8	didanosine	87-96	advise

Cytochalasin D at 10 microM preferentially blocked the secretory effect of carbachol and its synergism with cAMP, whereas it had no effect on histamine- or cAMP-stimulated acid secretion within 15 min.
Cytochalasin D	0-13	carbachol	75-83	effect

Cytochalasin D inhibited the carbachol-stimulated intracellular Ca(2+) concentration ([Ca(2+)](i)) increase due to release from the Ca(2+) store.
Cytochalasin D	0-13	carbachol	29-37	effect

The percentage of neurons hyperpolarized by mu-, delta(1)-, and kappa-selective opioids was significantly reduced when 1% but not <
mu-selective opioids	44-46;70-86	delta(1)-selective opioids	49-57;70-86	false
mu-selective opioids	44-46;70-86	kappa-selective opioids	64-86	false
delta(1)-selective opioids	49-57;70-86	kappa-selective opioids	64-86	false

Suppression by verapamil of bombesin-enhanced peritoneal metastasis of intestinal adenocarcinomas induced by azoxymethane in wistar rats.
verapamil	15-23	bombesin	28-35	effect
verapamil	15-23	azoxymethane	109-120	false
bombesin	28-35	azoxymethane	109-120	false

BACKGROUND: The effects of combined administration of bombesin and verapamil hydrochloride (verapamil), a calcium channel blocker, on the incidence of peritoneal metastasis of intestinal adenocarcinomas induced by azoxymethane (AOM) and the labeling index of intestinal cancers were investigated in male Wistar rats.
bombesin	54-61	verapamil hydrochloride	67-89	false
bombesin	54-61	verapamil	92-100	false
bombesin	54-61	calcium channel blocker	106-128	false
bombesin	54-61	azoxymethane	214-225	false
bombesin	54-61	AOM	228-230	false
verapamil hydrochloride	67-89	verapamil	92-100	false
verapamil hydrochloride	67-89	calcium channel blocker	106-128	false
verapamil hydrochloride	67-89	azoxymethane	214-225	false
verapamil hydrochloride	67-89	AOM	228-230	false
verapamil	92-100	calcium channel blocker	106-128	false
verapamil	92-100	azoxymethane	214-225	false
verapamil	92-100	AOM	228-230	false
calcium channel blocker	106-128	azoxymethane	214-225	false
calcium channel blocker	106-128	AOM	228-230	false
azoxymethane	214-225	AOM	228-230	false

METHODS: From the beginning of the experiment, rats were given 10 weekly subcutaneous injections of AOM (7.4 mg/kg body weight) and subcutaneous injections of bombesin (40 microg/kg body weight) every other day, and from week 16, intraperitoneal injections of verapamil (10 or 20 mg/kg body weight) every other day until the end fo the experiment in week 45.
AOM	100-102	bombesin	159-166	false
AOM	100-102	verapamil	260-268	false
bombesin	159-166	verapamil	260-268	false

Although verapamil administered at either dose had little or no effect on the enhancement of intestinal carcinogenesis by bombesin or on the location, histologic type, depth of involvement, labeling index, apoptotic index or tumor vascularity of intestinal cancers, it significantly decreased the incidence of cancer metastasis.
verapamil	9-17	bombesin	122-129	false

Verapamil also significantly decreased the incidence of lymphatic invasion of adenocarcinomas, which was enhanced by bombesin.
Verapamil	0-8	bombesin	117-124	effect

In vitro interaction of prostaglandin F2alpha and oxytocin in placental vessels.
prostaglandin F2alpha	24-44	oxytocin	50-57	int

The interaction of prostaglandin F2alpha and synthetic oxytocin on placental vessels was studied in vitro.
prostaglandin F2alpha	19-39	oxytocin	55-62	false

In seven experiments reactions to norepinephrine and oxytocin were PGF2alpha.
norepinephrine	34-47	oxytocin	53-60	false
norepinephrine	34-47	PGF2alpha	67-75	false
oxytocin	53-60	PGF2alpha	67-75	false

PGF2alpha produced significantly increased vasoconstriction after a single administration of oxytocin.
PGF2alpha	0-8	oxytocin	93-100	effect

There is thus an enhancement effect of PGF2alpha upon the reaction of placental vessels to oxytocin in vitro.
PGF2alpha	39-47	oxytocin	91-98	effect

Carbamazepine overdose recognized by a tricyclic antidepressant assay.
Carbamazepine	0-12	tricyclic antidepressant	39-62	false

We report the case of an adolescent with altered consciousness caused by carbamazepine overdose with a positive tricyclic antidepressant level to alert clinicians to the cross-reactivity of carbamazepine with a toxicology screen for tricyclic antidepressants.
carbamazepine	73-85	tricyclic antidepressant	112-135	effect
carbamazepine	73-85	carbamazepine	190-202	false
carbamazepine	73-85	tricyclic antidepressants	233-257	false
tricyclic antidepressant	112-135	carbamazepine	190-202	false
tricyclic antidepressant	112-135	tricyclic antidepressants	233-257	false
carbamazepine	190-202	tricyclic antidepressants	233-257	advise

Cypermethrin-induced oxidative stress in rat brain and liver is prevented by vitamin E or allopurinol.
Cypermethrin	0-11	vitamin E	77-85	effect
Cypermethrin	0-11	allopurinol	90-100	effect
vitamin E	77-85	allopurinol	90-100	false

Considering that the involvement of reactive oxygen species (ROS) has been implicated in the toxicity of various pesticides, this study was designed to investigate the possibility of oxidative stress induction by cypermethrin, a Type II pyrethroid.
cypermethrin	213-224	Type II pyrethroid	229-246	false

Pretreatment of rats with allopurinol (100 mg/kg, ip) or Vitamin E (100 mg/kg per day, ig, for 3 days and a dose of 40 mg/kg on the 4th day) provided significant protection against the elevation of TBARS levels in cerebral and hepatic tissues, induced by single high dose of oral cypermethrin administration within 4 h.
allopurinol	26-36	Vitamin E	57-65	false
allopurinol	26-36	cypermethrin	280-291	effect
Vitamin E	57-65	cypermethrin	280-291	effect

Thus, the results suggest that cypermethrin exposure of rats results in free radical-mediated tissue damage, as indicated by elevated cerebral and hepatic lipid peroxidation, which was prevented by allopurinol and Vitamin E.
cypermethrin	31-42	allopurinol	198-208	effect
cypermethrin	31-42	Vitamin E	214-222	effect
allopurinol	198-208	Vitamin E	214-222	false

In this study we investigated the effect of ginsenosides on high threshold voltage-dependent Ca(2+) channel subtypes using their selective Ca(2+) channel blockers nimodipine (L-type), omega-conotoxin GVIA (N-type), or omega-agatoxin IVA (P-type) in bovine chromaffin cells.
ginsenosides	44-55	selective Ca(2+) channel blockers	129-161	false
ginsenosides	44-55	nimodipine	163-172	false
ginsenosides	44-55	omega-conotoxin GVIA	184-203	false
ginsenosides	44-55	omega-agatoxin IVA	218-235	false
selective Ca(2+) channel blockers	129-161	nimodipine	163-172	false
selective Ca(2+) channel blockers	129-161	omega-conotoxin GVIA	184-203	false
selective Ca(2+) channel blockers	129-161	omega-agatoxin IVA	218-235	false
nimodipine	163-172	omega-conotoxin GVIA	184-203	false
nimodipine	163-172	omega-agatoxin IVA	218-235	false
omega-conotoxin GVIA	184-203	omega-agatoxin IVA	218-235	false

Nimodipine had no effect on ginsenosides response.
Nimodipine	0-9	ginsenosides	28-39	false

These data suggest that ginsenosides are negatively coupled to three types of calcium channels in bovine chromaffin cell, including an omega-conotoxin GVIA-sensitive (N-type) channel, an omega-agatoxin IVA-sensitive (P-type) channel and nimodipine/omega-conotoxin GVIA/omega-agatoxin VIA-resistant (presumptive Q-type) channel.
ginsenosides	24-35	omega-conotoxin GVIA	135-154	false
ginsenosides	24-35	omega-agatoxin IVA	187-204	false
ginsenosides	24-35	nimodipine	237-246	false
ginsenosides	24-35	omega-conotoxin GVIA	248-267	false
ginsenosides	24-35	omega-agatoxin VIA	269-286	false
omega-conotoxin GVIA	135-154	omega-agatoxin IVA	187-204	false
omega-conotoxin GVIA	135-154	nimodipine	237-246	false
omega-conotoxin GVIA	135-154	omega-conotoxin GVIA	248-267	false
omega-conotoxin GVIA	135-154	omega-agatoxin VIA	269-286	false
omega-agatoxin IVA	187-204	nimodipine	237-246	false
omega-agatoxin IVA	187-204	omega-conotoxin GVIA	248-267	false
omega-agatoxin IVA	187-204	omega-agatoxin VIA	269-286	false
nimodipine	237-246	omega-conotoxin GVIA	248-267	false
nimodipine	237-246	omega-agatoxin VIA	269-286	false
omega-conotoxin GVIA	248-267	omega-agatoxin VIA	269-286	false

Thus, the selective regulation of voltage-dependent Ca(2+) subtypes by ginsenosides in bovine chromaffin cell could be the cellular basis of antistress effects induced by ginseng.
ginsenosides	71-82	ginseng	171-177	false

In vitro activity of KRM-1648, either singly or in combination with ofloxacin, against Mycobacterium ulcerans.
KRM-1648	21-28	ofloxacin	68-76	false

The antimicrobial effect of a benzoxazinorifamycin, KRM-1648, either alone or in combination with ofloxacin, was evaluated in vitro against two type strains and six clinical isolates of Mycobacterium ulcerans.
benzoxazinorifamycin	30-49	KRM-1648	52-59	false
benzoxazinorifamycin	30-49	ofloxacin	98-106	false
KRM-1648	52-59	ofloxacin	98-106	false

ulcerans was between 0.012 and 0.025 mg/l, while corresponding values for rifampicin and rifabutin were in the range of 0.1-0.8 mg/l and 0.1-0.4 mg/l respectively.
rifampicin	74-83	rifabutin	89-97	false

When combined with ofloxacin, KRM-1648 exhibited strong synergistic activity while only additive effects were observed with the combination of rifampicin (or rifabutin) and ofloxacin.
ofloxacin	19-27	KRM-1648	30-37	effect
ofloxacin	19-27	rifampicin	143-152	false
ofloxacin	19-27	rifabutin	158-166	false
ofloxacin	19-27	ofloxacin	173-181	false
KRM-1648	30-37	rifampicin	143-152	false
KRM-1648	30-37	rifabutin	158-166	false
KRM-1648	30-37	ofloxacin	173-181	false
rifampicin	143-152	rifabutin	158-166	false
rifampicin	143-152	ofloxacin	173-181	effect
rifabutin	158-166	ofloxacin	173-181	effect

The effects of ruthenium red (RR) on inositol 1,4,5-trisphosphate (InsP(3))-induced responses were studied in rat bone marrow megakaryocytes with the patch-clamp whole-cell recording technique in combination with fura-2 microfluorometry.
ruthenium red	15-27	RR	30-31	false
ruthenium red	15-27	inositol 1,4,5-trisphosphate	37-64	false
ruthenium red	15-27	InsP(3)	67-73	false
RR	30-31	inositol 1,4,5-trisphosphate	37-64	false
RR	30-31	InsP(3)	67-73	false
inositol 1,4,5-trisphosphate	37-64	InsP(3)	67-73	false

Administering InsP(3) together with RR (100-500 microM) inhibited InsP(3)-induced responses (both Ca(2+) and current responses) in a dose-dependent fashion.
InsP(3)	14-20	RR	36-37	effect

Pretreatment of megakaryocytes with extracellular RR (50 microM) also inhibited InsP(3)-induced responses.
RR	50-51	InsP(3)	80-86	effect

